Topic,Subject,Start Date,Start Time,End Date,End Time,Speaker(s),Description,Location,URL
,Introducing the L.A. Times Map Maker: Make maps faster,2018-03-10,9:00 a.m.,2018-03-10,10:00 a.m.,Jon Schleuss,"The Los Angeles Times' Map Maker was created and released to help journalists make locator and other maps faster. Whether it's a quick web locator map or a more detailed map of, say, all the rides at Disneyland, the Map Maker allows you to download both images and vector files to create better maps faster. Jon Schleuss from the Times will demo how to install, use and customize Map Maker for your newsroom.
",Clark,http://ire.org/events-and-training/event/3189/3604/
>>>>>>> origin
"statistics, spreadsheets",Stats in Excel,2018-03-10,9:00 a.m.,2018-03-10,10:00 a.m.,Norm Lewis,"You don't need a special statistics program to run simple statistical analysis. In this session, you'll learn how to compute some basic statistics in Excel and figure out what they mean.
This session is good for: People who already are comfortable with using functions in Excel.
",Northwestern/Ohio St,http://ire.org/events-and-training/event/3189/3665/
,Exhibitor & Recruiter Hours (Saturday),2018-03-10,9:00 a.m.,2018-03-10,5:00 p.m.,TBA,"Be sure to stop by the 7th floor and visit with the exhibitors at this year's CAR conference. Details on specific exhibitors can be found by clicking on the exhibitors icon.
",7th Floor Foyer,http://ire.org/events-and-training/event/3189/3768/
,Mining data from the social web,2018-03-10,9:00 a.m.,2018-03-10,10:00 a.m.,Lam Thuy Vo,"From President Donald Trump's Twitter account to fake news — social media platforms have become a major source of news.
This session will give journalists the ability to harvest information from the social web in structured and automated ways. Participants will learn how to collect information from Facebook pages and Twitter accounts via scraping and APIs and turn them into spreadsheets. Attendees should have their own Twitter and Facebook accounts and create app IDs for API access in advance of the session. 
This session is good for: People who have a basic grasp of programming concepts. You do not need to be proficient in coding. 
",Great America,http://ire.org/events-and-training/event/3189/3619/
<<<<<<< HEAD
spreadsheets,Upping your Excel game (intermediate) *pre-registered attendees only,2018-03-10,9:00 a.m.,2018-03-10,12:30 p.m.,MaryJo Webster,"If you've found yourself struggling in a spreadsheet, thinking that whatever you were trying to achieve seemed harder than it should've been, then this is the class for you. We'll learn about various tools and functions in Excel that come in handy when you need to re-structure or otherwise get your data ready for analysis. We'll cover string functions, logical functions, date functions, reshaping data, merging data using lookup functions and perhaps a few other nifty tricks if time allows. This is an intermediate Excel class intended for those who have mastered the basics, such as sorting, filtering, pivot tables and using functions. It is a fast-paced class intended to introduce you to these tools. You'll walk out with practice data and a 20-page tipsheet that covers in detail everything we do in class, plus other great Excel tips.
Preregistration is required and seating is limited. Laptops will be provided for the training. 
Workshop prerequisites: You should have prior experience using Excel or Google Sheets, and be comfortable with introductory-level spreadsheet skills, such as sorting, filtering, SUM and AVERAGE functions, calculations such as percentage change or percent of total, and how to use Pivot Tables.
NOTE: Registration is required for this session. Click here to sign up.
",Michigan/Michigan St,http://ire.org/events-and-training/event/3189/3505/
,Algorithmic accountability,2018-03-10,9:00 a.m.,2018-03-10,10:00 a.m.,"Robert Arthur, Karrie Karahalios, Robert Brauneis, Nicholas Diakopoulos","Algorithms are increasingly used throughout the public and private sectors, making decisions that impact people's lives in myriad ways. Algorithmic accountability reporting is an emerging set of methods for investigating how algorithms exert influence and power in society. In this session we'll detail concrete investigations in this domain and discuss strategies, methods and techniques for pursuing algorithmic accountability reporting.
",Grand Ballroom III,http://ire.org/events-and-training/event/3189/3552/
,First graphics app (intermediate) *pre-registered attendees only,2018-03-10,9:00 a.m.,2018-03-10,5:45 p.m.,"Dana Amihere, Armand Emamdjomeh, Ben Welsh","This six-hour mini-boot camp will walk you through the process of building a standalone story from a dataset. You will get hands-on experience in every stage of the development process, writing JavaScript, HTML and CSS using the cutting-edge tools favored by graphics departments at America's largest news organizations. You won't stop until you've deployed a working application onto the World Wide Web.
Your teachers will be Ben Welsh, data editor at The Los Angeles Times; Armand Emamdjomeh, graphics reporter at The Washington Post; and Dana Amihere, interactive editor at The Dallas Morning News.
Preregistration is required and seating is limited. Laptops will be provided for the training.
Workshop prerequisites: If you have a good attitude and know how to take a few code crashes in stride, you are qualified for this class.
NOTE: Registration is required for this session. Click here to sign up.
",Indiana/Iowa,http://ire.org/events-and-training/event/3189/3508/
python,Level up your Python game: Refactoring your code (intermediate/advanced) *pre-registered attendees only,2018-03-10,9:00 a.m.,2018-03-10,12:30 p.m.,"Jeremy Bowers, Serdar Tumgoren","You've written a few Python scripts that get the job done, but the initial euphoria has worn off. Your code is hard to read. Bugs are cropping up. And you can't always explain your process or results to an editor — or yourself. There must be a better way, but the path forward is not clear.
If you've had that itchy feeling, this three-hour, hands-on workshop is for you. This class will explore Python language features that will help you write readable, reliable and reusable code.
Preregistration is required and seating is limited. Attendees must bring a laptop and charger to the training. 
This class is for intermediate Python programmers. We expect you're already using Python for work and have a working development environment. We won't be covering how to set up your machine or get started. If this describes your need, perhaps enroll in PyCAR instead.
Workshop prerequisites: Experience with basic Python language features like variables, data types, conditionals and functions are required.
NOTE: Registration is required for this session. Click here to sign up.
",Grace,http://ire.org/events-and-training/event/3189/3507/
=======
,R 1: Intro to R and R Studio (repeat session),2018-03-10,9:00 a.m.,2018-03-10,10:00 a.m.,Sharon Machlis,"Get a hands-on look at R, the powerful open-source programming language specifically designed to analyze data. In this class we'll explore Chicago municipal salary data, plus get a sneak peek at a couple of other cool things R can do in just a few lines of code. 
This session is good for: People who are comfortable working with data in a spreadsheet or database, and won't be afraid of typing into a command line.
",Sheffield,http://ire.org/events-and-training/event/3189/3710/
,Intro to R (intermediate) *pre-registered attendees only,2018-03-10,9:00 a.m.,2018-03-10,12:30 p.m.,"Ryann Grochowski Jones, Olga Pierce, Charles Minshew","Ryann Grochowski Jones and Olga Pierce of ProPublica, along with Charles Minshew of IRE/NICAR, will introduce you to R, a free, powerful open-source programming language, that will add statistical heft to your reporting. By the end of this three-hour session, you will be able to take raw data, import it into R, and start your analysis. Topics will include basic data importing, working with directories, reading in data, installing packages, creating simple visualizations, and how to clean, explore and sort your data. We'll also talk about how to find help when you're stuck.
Preregistration is required and seating is limited. Laptops will be provided for the training.
Workshop prerequisites: This session will be most helpful if you're comfortable working with data and you're ready to take your skills to the next level.
NOTE: Registration is required for this session. Click here to sign up.
",Purdue/Wisconsin,http://ire.org/events-and-training/event/3189/3506/
